date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-09-17 07:10:00,999.1,12.92,286.14,9.96,82.2,14.92,12.26,2.66,7.67,12.28,1211.0,5.58,8.14,33.1,0.0,0.0,63.08,121.25,150.77,23.2,407.9
2020-09-17 07:20:00,999.2,12.68,285.9,9.82,82.7,14.69,12.15,2.54,7.6,12.16,1212.2,4.44,7.16,24.45,0.0,0.0,65.66,122.05,166.86,23.1,407.0
2020-09-17 07:30:00,999.42,12.58,285.78,9.85,83.4,14.59,12.17,2.42,7.61,12.18,1212.88,4.08,5.65,33.16,0.0,0.0,53.02,103.11,110.47,23.01,407.4
2020-09-17 07:40:00,999.57,12.55,285.74,9.75,83.0,14.56,12.09,2.48,7.56,12.09,1213.22,5.39,9.15,41.31,0.0,0.0,62.24,121.65,150.0,22.93,407.8
2020-09-17 07:50:00,999.72,12.37,285.54,9.55,82.9,14.39,11.93,2.46,7.46,11.93,1214.24,5.78,8.27,34.47,0.0,0.0,84.41,164.59,177.88,22.84,407.9
2020-09-17 08:00:00,999.89,12.25,285.41,9.27,82.0,14.28,11.71,2.57,7.32,11.71,1215.06,5.88,8.3,26.26,0.0,0.0,99.39,191.78,231.84,22.75,406.7
2020-09-17 08:10:00,999.91,12.18,285.34,9.21,82.0,14.21,11.65,2.56,7.28,11.65,1215.42,5.89,8.26,25.38,0.0,0.0,126.77,249.58,263.18,22.65,407.2
2020-09-17 08:20:00,1000.06,12.21,285.35,9.25,82.1,14.24,11.69,2.55,7.3,11.69,1215.46,5.69,8.9,23.68,0.0,0.0,132.34,260.07,347.02,22.56,407.1
2020-09-17 08:30:00,1000.25,12.32,285.45,9.29,81.7,14.34,11.72,2.62,7.32,11.72,1215.2,4.7,6.1,33.15,0.0,0.0,188.97,367.21,768.32,22.47,407.5
2020-09-17 08:40:00,1000.38,12.7,285.82,9.28,79.64,14.71,11.71,2.99,7.31,11.71,1213.75,5.76,7.11,43.61,0.0,0.0,381.03,707.3,988.84,22.43,407.4
2020-09-17 08:50:00,1000.52,12.77,285.88,9.19,78.8,14.77,11.64,3.13,7.27,11.64,1213.66,5.81,7.45,43.11,0.0,0.0,351.96,652.04,861.39,22.51,407.9
2020-09-17 09:00:00,1000.65,13.16,286.26,9.13,76.51,15.16,11.6,3.56,7.24,11.59,1212.18,4.53,6.74,33.27,0.0,0.0,418.63,768.89,897.87,22.71,407.9
2020-09-17 09:10:00,1000.71,13.17,286.26,9.14,76.5,15.17,11.6,3.56,7.24,11.59,1212.21,4.64,7.02,39.65,0.0,0.0,248.15,491.2,962.15,23.01,407.7
2020-09-17 09:20:00,1000.72,13.05,286.14,9.01,76.45,15.05,11.5,3.54,7.18,11.5,1212.77,4.75,7.1,30.48,0.0,0.0,327.06,633.48,961.82,23.3,406.4
2020-09-17 09:30:00,1000.79,13.31,286.4,9.01,75.15,15.31,11.5,3.8,7.18,11.49,1211.75,4.63,6.55,30.32,0.0,0.0,454.94,859.68,1024.66,23.52,406.2
2020-09-17 09:40:00,1000.84,13.75,286.83,8.98,72.86,15.75,11.48,4.27,7.16,11.47,1209.97,5.39,7.32,27.76,0.0,0.0,539.76,1003.85,1022.93,23.73,406.2
2020-09-17 09:50:00,1000.82,13.99,287.07,8.55,69.66,16.0,11.14,4.85,6.96,11.14,1209.09,5.4,7.7,44.15,0.0,0.0,425.57,814.03,1088.03,23.99,408.1
2020-09-17 10:00:00,1000.92,14.05,287.12,8.58,69.55,16.06,11.17,4.89,6.97,11.16,1208.94,4.45,7.28,50.3,0.0,0.0,505.96,945.88,1138.25,24.25,407.3
2020-09-17 10:10:00,1000.96,14.33,287.4,8.86,69.62,16.35,11.39,4.97,7.11,11.38,1207.72,5.15,7.3,46.29,0.0,0.0,578.5,1073.63,1152.56,24.5,407.1
2020-09-17 10:20:00,1000.95,14.56,287.63,9.04,69.43,16.6,11.53,5.07,7.19,11.51,1206.68,3.73,6.15,50.99,0.0,0.0,624.8,1158.71,1186.51,24.78,408.1
2020-09-17 10:30:00,1000.96,14.9,287.97,8.79,66.79,16.97,11.33,5.64,7.07,11.32,1205.36,4.28,6.11,50.78,0.0,0.0,538.16,1005.53,1179.83,25.11,407.9
2020-09-17 10:40:00,1000.9,14.54,287.62,8.89,68.82,16.58,11.41,5.17,7.12,11.4,1206.75,4.52,6.03,48.16,0.0,0.0,308.49,613.08,1263.9,25.46,408.2
2020-09-17 10:50:00,1000.85,14.3,287.38,8.56,68.32,16.32,11.15,5.17,6.96,11.14,1207.82,5.47,6.87,40.92,0.0,0.0,314.02,612.58,1300.52,25.72,409.2
2020-09-17 11:00:00,1000.82,14.58,287.66,8.47,66.7,16.62,11.09,5.54,6.92,11.08,1206.64,4.4,6.06,36.39,0.0,0.0,595.42,1112.53,1395.27,25.83,408.1
2020-09-17 11:10:00,1000.84,14.71,287.79,8.45,66.07,16.76,11.07,5.69,6.91,11.07,1206.12,3.96,5.61,34.46,0.0,0.0,252.19,493.91,1225.89,25.9,408.3
2020-09-17 11:20:00,1000.76,14.82,287.91,8.39,65.33,16.88,11.03,5.85,6.88,11.02,1205.58,4.1,5.74,36.64,0.0,0.0,497.34,948.36,1472.92,25.96,406.9
2020-09-17 11:30:00,1000.71,15.34,288.43,8.12,62.01,17.46,10.82,6.63,6.76,10.82,1203.45,4.58,6.39,29.39,0.0,0.0,457.47,876.14,1456.33,26.0,406.0
2020-09-17 11:40:00,1000.7,15.34,288.43,8.02,61.62,17.46,10.76,6.7,6.71,10.75,1203.47,4.48,5.71,28.84,0.0,0.0,401.51,785.97,1484.85,26.07,406.7
2020-09-17 11:50:00,1000.72,15.29,288.38,8.24,62.74,17.4,10.92,6.48,6.81,10.91,1203.62,5.43,7.42,30.56,0.0,0.0,329.39,655.53,1372.99,26.15,407.3
2020-09-17 12:00:00,1000.79,15.23,288.31,8.47,63.98,17.33,11.09,6.24,6.92,11.08,1203.88,4.72,6.52,26.97,0.0,0.0,368.14,716.28,1608.44,26.19,406.0
2020-09-17 12:10:00,1000.85,15.57,288.65,8.47,62.57,17.72,11.08,6.63,6.92,11.08,1202.54,4.51,6.46,38.03,0.0,0.0,384.28,738.93,1660.59,26.21,405.9
2020-09-17 12:20:00,1000.95,15.63,288.7,8.26,61.48,17.78,10.93,6.85,6.82,10.92,1202.47,4.07,6.24,36.09,0.0,0.0,268.05,517.63,1059.35,26.25,406.3
2020-09-17 12:30:00,1000.95,15.62,288.69,8.12,60.92,17.77,10.83,6.95,6.76,10.82,1202.57,3.91,5.24,44.13,0.0,0.0,280.99,555.45,973.6,26.31,406.1
2020-09-17 12:40:00,1000.91,15.76,288.83,8.13,60.42,17.93,10.83,7.1,6.76,10.83,1201.93,4.04,5.83,50.22,0.0,0.0,257.47,507.84,533.97,26.37,405.0
2020-09-17 12:50:00,1000.86,15.94,289.02,7.94,58.96,18.14,10.7,7.44,6.67,10.69,1201.19,3.56,4.93,53.03,0.0,0.0,505.56,970.96,1573.19,26.44,404.9
2020-09-17 13:00:00,1000.84,16.6,289.68,8.06,56.98,18.92,10.78,8.14,6.73,10.77,1198.39,2.93,5.61,37.58,0.0,0.0,581.17,1085.02,1545.14,26.55,405.3
2020-09-17 13:10:00,1000.8,16.52,289.6,8.16,57.67,18.82,10.86,7.97,6.77,10.85,1198.64,4.13,6.48,43.98,0.0,0.0,255.15,496.69,928.61,26.79,405.5
2020-09-17 13:20:00,1000.78,16.25,289.34,7.82,57.34,18.5,10.61,7.89,6.62,10.6,1199.84,4.88,6.3,45.4,0.0,0.0,250.43,490.47,512.89,27.06,405.2
2020-09-17 13:30:00,1000.8,16.36,289.44,7.62,56.14,18.63,10.46,8.17,6.53,10.45,1199.48,3.41,5.05,34.38,0.0,0.0,239.38,475.12,652.27,27.23,405.8
2020-09-17 13:40:00,1000.82,16.56,289.64,7.44,54.78,18.87,10.34,8.53,6.45,10.33,1198.74,3.02,5.15,43.0,0.0,0.0,265.14,528.33,799.75,27.32,405.4
2020-09-17 13:50:00,1000.8,16.95,290.03,7.51,53.69,19.35,10.39,8.96,6.48,10.38,1197.08,4.07,6.4,38.17,0.0,0.0,428.27,810.18,1507.27,27.4,404.6
2020-09-17 14:00:00,1000.74,17.03,290.12,7.34,52.79,19.44,10.26,9.18,6.4,10.26,1196.73,4.84,8.55,44.41,0.0,0.0,254.09,498.06,552.21,27.5,405.1
2020-09-17 14:10:00,1000.74,16.99,290.08,7.09,52.02,19.39,10.09,9.31,6.29,10.08,1196.97,4.55,7.15,38.69,0.0,0.0,384.2,751.8,1314.91,27.6,405.1
2020-09-17 14:20:00,1000.7,17.3,290.39,6.99,50.65,19.78,10.02,9.76,6.25,10.01,1195.68,4.27,7.11,44.49,0.0,0.0,640.87,1193.64,1225.1,27.67,404.1
2020-09-17 14:30:00,1000.64,17.56,290.66,7.17,50.45,20.11,10.14,9.96,6.33,10.14,1194.48,3.86,6.27,56.86,0.0,0.0,407.02,784.56,1257.28,27.8,403.6
2020-09-17 14:40:00,1000.58,17.24,290.34,6.67,49.74,19.7,9.8,9.9,6.12,9.8,1195.88,4.6,7.53,53.65,0.0,0.0,262.49,533.27,1190.78,28.02,404.2
2020-09-17 14:50:00,1000.43,17.27,290.38,6.78,50.03,19.74,9.88,9.86,6.16,9.87,1195.54,5.09,9.13,42.48,0.0,0.0,284.08,556.75,1177.24,28.19,404.4
2020-09-17 15:00:00,1000.42,17.25,290.37,6.87,50.39,19.72,9.94,9.78,6.2,9.93,1195.58,4.71,8.13,38.62,0.0,0.0,449.3,857.13,983.06,28.28,404.3
2020-09-17 15:10:00,1000.34,17.55,290.67,6.77,49.12,20.09,9.87,10.22,6.16,9.87,1194.28,4.8,8.01,27.77,0.0,0.0,471.82,884.6,980.68,28.32,403.4
2020-09-17 15:20:00,1000.38,17.47,290.59,6.87,49.71,19.99,9.94,10.05,6.2,9.93,1194.63,4.43,6.65,49.28,0.0,0.0,365.47,702.51,834.71,28.41,403.4
2020-09-17 15:30:00,1000.33,17.6,290.72,6.54,48.21,20.16,9.72,10.44,6.06,9.71,1194.14,4.01,8.01,34.14,0.0,0.0,423.06,800.0,808.12,28.51,403.2
2020-09-17 15:40:00,1000.35,17.75,290.87,6.27,46.87,20.35,9.54,10.81,5.95,9.53,1193.63,4.15,6.55,64.35,0.0,0.0,365.27,689.9,786.7,28.64,403.3
2020-09-17 15:50:00,1000.34,17.68,290.8,6.12,46.58,20.26,9.44,10.82,5.89,9.43,1193.95,3.37,4.76,71.56,0.0,0.0,339.36,649.94,696.05,28.81,403.3
2020-09-17 16:00:00,1000.35,17.87,290.99,6.3,46.6,20.5,9.55,10.95,5.96,9.55,1193.13,2.94,5.21,72.24,0.0,0.0,319.91,610.77,650.97,28.99,403.2
2020-09-17 16:10:00,1000.34,17.95,291.07,6.42,46.76,20.61,9.64,10.97,6.01,9.63,1192.75,4.62,7.89,57.52,0.0,0.0,188.62,383.25,652.01,29.21,403.1
2020-09-17 16:20:00,1000.4,17.45,290.57,6.13,47.3,19.97,9.44,10.52,5.89,9.44,1194.96,4.9,7.49,52.81,0.0,0.0,152.85,315.68,515.42,29.37,403.2
2020-09-17 16:30:00,1000.44,17.47,290.58,6.18,47.41,19.99,9.48,10.51,5.91,9.47,1194.91,3.41,6.05,64.19,0.0,0.0,289.97,531.52,554.51,29.39,402.9
2020-09-17 16:40:00,1000.44,17.74,290.85,6.44,47.45,20.34,9.65,10.69,6.02,9.65,1193.73,4.1,7.37,50.89,0.0,0.0,214.16,392.66,540.37,29.36,403.4
2020-09-17 16:50:00,1000.54,17.56,290.67,6.4,47.85,20.11,9.62,10.49,6.0,9.62,1194.6,4.69,6.73,45.78,0.0,0.0,114.89,231.48,339.67,29.36,403.8
2020-09-17 17:00:00,1000.53,17.35,290.46,6.32,48.21,19.84,9.57,10.28,5.97,9.56,1195.48,3.58,4.9,49.12,0.0,0.0,97.9,209.43,299.38,29.31,403.9
2020-09-17 17:10:00,1000.57,17.23,290.33,6.31,48.56,19.69,9.56,10.13,5.97,9.56,1196.01,3.77,6.58,46.55,0.0,0.0,106.18,210.64,249.48,29.18,403.8
2020-09-17 17:20:00,1000.52,17.14,290.25,6.0,47.79,19.58,9.36,10.22,5.84,9.35,1196.42,5.0,7.02,47.26,0.0,0.0,66.42,149.74,212.62,29.0,403.8
2020-09-17 17:30:00,1000.54,17.0,290.11,6.01,48.27,19.41,9.37,10.04,5.84,9.36,1197.02,4.84,6.68,43.13,0.0,0.0,71.5,140.31,159.26,28.78,404.0
2020-09-17 17:40:00,1000.56,16.9,290.0,6.14,49.0,19.28,9.45,9.83,5.9,9.44,1197.42,3.21,5.51,54.74,0.0,0.0,38.56,97.37,108.97,28.51,403.9
2020-09-17 17:50:00,1000.61,16.75,289.85,6.06,49.21,19.1,9.4,9.7,5.86,9.39,1198.12,2.92,3.86,48.54,0.0,0.0,29.58,75.53,86.17,28.21,403.9
2020-09-17 18:00:00,1000.75,16.55,289.64,6.02,49.69,18.86,9.37,9.49,5.85,9.36,1199.12,3.71,6.17,40.84,0.0,0.0,21.28,53.86,64.58,27.9,404.5
2020-09-17 18:10:00,1000.81,16.48,289.56,5.92,49.58,18.78,9.31,9.47,5.81,9.3,1199.52,4.7,6.16,40.85,0.0,0.0,13.12,33.48,42.97,27.59,405.0
2020-09-17 18:20:00,1000.94,16.28,289.35,5.99,50.45,18.54,9.35,9.19,5.83,9.34,1200.48,3.53,5.08,34.41,0.0,0.0,5.41,17.47,24.44,27.27,405.6
2020-09-17 18:30:00,1001.04,16.02,289.08,5.89,50.94,18.23,9.29,8.95,5.79,9.28,1201.72,2.94,3.7,31.18,0.0,0.0,0.0,7.3,11.32,26.95,405.5
2020-09-17 18:40:00,1001.15,15.87,288.93,5.78,51.03,18.06,9.22,8.84,5.75,9.21,1202.5,3.06,4.51,35.77,0.0,0.0,0.0,2.16,3.97,26.63,406.7
2020-09-17 18:50:00,1001.12,15.71,288.77,5.46,50.43,17.88,9.01,8.86,5.62,9.0,1203.22,3.06,4.86,37.9,0.0,0.0,0.0,0.0,0.0,26.32,406.7
2020-09-17 19:00:00,1001.04,15.5,288.56,5.26,50.4,17.64,8.89,8.75,5.54,8.88,1204.06,2.41,3.86,40.56,0.0,0.0,0.0,0.0,0.0,26.02,406.9
2020-09-17 19:10:00,1001.05,15.42,288.48,5.08,50.02,17.55,8.78,8.77,5.47,8.77,1204.46,2.51,3.79,35.37,0.0,0.0,0.0,0.0,0.0,25.74,406.3
2020-09-17 19:20:00,1001.03,15.28,288.34,5.0,50.19,17.39,8.73,8.66,5.44,8.72,1205.05,2.39,3.27,40.77,0.0,0.0,0.0,0.0,0.0,25.46,406.8
2020-09-17 19:30:00,1001.07,15.11,288.17,5.02,50.83,17.2,8.74,8.46,5.45,8.73,1205.8,2.45,3.21,37.35,0.0,0.0,0.0,0.0,0.0,25.2,407.8
2020-09-17 19:40:00,1001.15,14.82,287.88,5.13,52.19,16.88,8.81,8.07,5.49,8.8,1207.07,2.4,3.02,23.25,0.0,0.0,0.0,0.0,0.0,24.95,409.4
2020-09-17 19:50:00,1001.14,14.67,287.73,5.02,52.28,16.72,8.74,7.98,5.45,8.73,1207.72,2.4,3.18,32.34,0.0,0.0,0.0,0.0,0.0,24.71,409.9
2020-09-17 20:00:00,1001.21,14.5,287.55,4.94,52.56,16.54,8.69,7.84,5.42,8.68,1208.55,2.41,3.14,32.66,0.0,0.0,0.0,0.0,0.0,24.48,410.0
2020-09-17 20:10:00,1001.29,14.25,287.29,4.92,53.35,16.27,8.68,7.59,5.41,8.67,1209.7,2.5,3.17,37.76,0.0,0.0,0.0,0.0,0.0,24.25,411.4
2020-09-17 20:20:00,1001.37,14.24,287.28,4.42,51.56,16.26,8.38,7.88,5.22,8.37,1209.98,3.23,4.13,47.24,0.0,0.0,0.0,0.0,0.0,24.02,409.3
2020-09-17 20:30:00,1001.47,14.14,287.17,4.46,52.01,16.15,8.4,7.75,5.24,8.39,1210.5,3.21,4.23,42.04,0.0,0.0,0.0,0.0,0.0,23.8,409.8
2020-09-17 20:40:00,1001.47,13.99,287.02,4.27,51.85,16.0,8.3,7.7,5.17,8.28,1211.18,3.27,4.7,45.22,0.0,0.0,0.0,0.0,0.0,23.59,408.9
2020-09-17 20:50:00,1001.56,13.88,286.9,4.18,51.88,15.88,8.24,7.64,5.13,8.23,1211.78,3.19,3.97,40.75,0.0,0.0,0.0,0.0,0.0,23.39,408.8
2020-09-17 21:00:00,1001.65,13.74,286.76,4.26,52.65,15.74,8.29,7.45,5.16,8.27,1212.46,3.48,4.45,32.87,0.0,0.0,0.0,0.0,0.0,23.19,409.6
2020-09-17 21:10:00,1001.76,13.58,286.59,4.35,53.55,15.58,8.34,7.24,5.2,8.33,1213.25,2.97,4.12,27.75,0.0,0.0,0.0,0.0,0.0,23.01,410.5
2020-09-17 21:20:00,1001.85,13.4,286.4,4.33,54.11,15.4,8.33,7.06,5.19,8.32,1214.12,2.38,3.33,25.37,0.0,0.0,0.0,0.0,0.0,22.84,410.3
2020-09-17 21:30:00,1001.82,13.25,286.25,4.33,54.61,15.25,8.33,6.92,5.19,8.31,1214.73,1.99,2.64,26.43,0.0,0.0,0.0,0.0,0.0,22.67,410.8
2020-09-17 21:40:00,1001.93,13.2,286.19,4.34,54.86,15.2,8.34,6.86,5.19,8.32,1215.07,2.25,3.27,22.33,0.0,0.0,0.0,0.0,0.0,22.51,411.1
2020-09-17 21:50:00,1002.02,13.08,286.06,4.4,55.53,15.08,8.37,6.7,5.21,8.36,1215.68,2.09,3.17,15.35,0.0,0.0,0.0,0.0,0.0,22.36,411.9
2020-09-17 22:00:00,1002.03,12.44,285.42,4.78,59.46,14.46,8.6,5.86,5.35,8.58,1218.31,0.74,2.09,359.7,0.0,0.0,0.0,0.0,0.0,22.22,417.0
2020-09-17 22:10:00,1002.06,12.06,285.04,4.89,61.43,14.1,8.66,5.44,5.39,8.64,1219.94,0.68,1.3,57.85,0.0,0.0,0.0,0.0,0.0,22.08,417.8
2020-09-17 22:20:00,1002.03,11.96,284.94,4.67,60.88,14.01,8.53,5.48,5.31,8.51,1220.38,1.47,2.65,34.69,0.0,0.0,0.0,0.0,0.0,21.93,415.9
2020-09-17 22:30:00,1002.0,11.63,284.62,4.97,63.56,13.7,8.71,4.99,5.43,8.69,1221.68,0.29,0.6,186.1,0.0,0.0,0.0,0.0,0.0,21.78,420.0
2020-09-17 22:40:00,1002.0,11.43,284.42,4.79,63.6,13.52,8.6,4.92,5.36,8.58,1222.59,0.37,0.8,197.7,0.0,0.0,0.0,0.0,0.0,21.62,417.6
2020-09-17 22:50:00,1002.0,11.25,284.24,5.12,65.86,13.36,8.8,4.56,5.48,8.78,1223.27,0.54,1.14,92.6,0.0,0.0,0.0,0.0,0.0,21.47,424.2
2020-09-17 23:00:00,1001.96,10.79,283.78,5.25,68.53,12.96,8.88,4.08,5.53,8.86,1225.17,0.38,0.76,106.8,0.0,0.0,0.0,0.0,0.0,21.32,425.4
2020-09-17 23:10:00,1001.94,10.62,283.61,4.98,68.03,12.81,8.72,4.1,5.43,8.7,1225.95,0.45,1.04,15.77,0.0,0.0,0.0,0.0,0.0,21.15,421.2
2020-09-17 23:20:00,1001.93,10.54,283.53,5.07,68.8,12.75,8.77,3.98,5.46,8.75,1226.26,0.55,0.96,61.04,0.0,0.0,0.0,0.0,0.0,20.99,422.8
2020-09-17 23:30:00,1001.91,10.11,283.11,5.29,71.91,12.38,8.91,3.48,5.55,8.89,1228.03,0.32,0.55,7.37,0.0,0.0,0.0,0.0,0.0,20.81,426.8
2020-09-17 23:40:00,1001.82,10.1,283.1,5.08,70.94,12.38,8.78,3.6,5.47,8.76,1228.02,0.99,1.35,33.85,0.0,0.0,0.0,0.0,0.0,20.63,423.3
2020-09-17 23:50:00,1001.77,9.89,282.9,5.01,71.56,12.2,8.73,3.47,5.44,8.72,1228.9,1.05,1.48,39.05,0.0,0.0,0.0,0.0,0.0,20.44,422.6
2020-09-18 00:00:00,1001.69,9.77,282.78,5.1,72.59,12.11,8.79,3.32,5.47,8.77,1229.3,0.31,0.68,51.43,0.0,0.0,0.0,0.0,0.0,20.25,424.5
2020-09-18 00:10:00,1001.77,9.51,282.52,5.11,73.95,11.9,8.8,3.1,5.48,8.78,1230.52,0.39,0.84,10.67,0.0,0.0,0.0,0.0,0.0,20.07,423.8
2020-09-18 00:20:00,1001.77,9.34,282.35,5.16,75.06,11.76,8.83,2.93,5.5,8.81,1231.25,0.69,1.39,51.36,0.0,0.0,0.0,0.0,0.0,19.88,424.1
2020-09-18 00:30:00,1001.82,9.23,282.23,5.12,75.43,11.67,8.8,2.87,5.48,8.79,1231.8,0.84,1.23,51.02,0.0,0.0,0.0,0.0,0.0,19.68,424.0
2020-09-18 00:40:00,1001.84,9.03,282.03,5.13,76.5,11.52,8.81,2.71,5.49,8.79,1232.7,0.79,1.61,210.4,0.0,0.0,0.0,0.0,0.0,19.49,425.3
2020-09-18 00:50:00,1001.77,8.95,281.96,4.95,75.96,11.45,8.7,2.75,5.42,8.69,1233.01,0.86,1.5,331.1,0.0,0.0,0.0,0.0,0.0,19.32,422.9
2020-09-18 01:00:00,1001.68,9.08,282.09,5.05,75.82,11.56,8.76,2.79,5.46,8.75,1232.3,0.63,1.16,133.5,0.0,0.0,0.0,0.0,0.0,19.18,425.6
2020-09-18 01:10:00,1001.67,9.05,282.07,4.95,75.41,11.53,8.7,2.84,5.42,8.68,1232.45,0.44,0.84,147.0,0.0,0.0,0.0,0.0,0.0,19.04,423.2
2020-09-18 01:20:00,1001.74,9.42,282.43,4.6,71.8,11.82,8.49,3.33,5.29,8.47,1231.02,1.12,2.46,355.2,0.0,0.0,0.0,0.0,0.0,18.92,419.4
2020-09-18 01:30:00,1001.8,8.74,281.75,4.91,76.81,11.29,8.67,2.62,5.4,8.66,1233.98,1.04,1.83,215.4,0.0,0.0,0.0,0.0,0.0,18.8,427.4
2020-09-18 01:40:00,1001.8,8.7,281.71,4.64,75.58,11.26,8.51,2.75,5.3,8.5,1234.22,1.36,2.76,28.75,0.0,0.0,0.0,0.0,0.0,18.69,421.3
2020-09-18 01:50:00,1001.73,9.08,282.09,4.51,72.98,11.56,8.43,3.12,5.25,8.42,1232.51,2.19,3.05,357.2,0.0,0.0,0.0,0.0,0.0,18.58,419.1
2020-09-18 02:00:00,1001.57,9.87,282.89,4.37,68.55,12.19,8.35,3.83,5.2,8.34,1228.92,2.4,2.94,350.2,0.0,0.0,0.0,0.0,0.0,18.47,416.5
2020-09-18 02:10:00,1001.46,9.99,283.02,4.4,68.12,12.29,8.37,3.92,5.21,8.36,1228.25,2.69,3.47,346.2,0.0,0.0,0.0,0.0,0.0,18.37,417.1
2020-09-18 02:20:00,1001.49,9.75,282.78,4.41,69.27,12.09,8.37,3.72,5.22,8.36,1229.32,2.36,3.64,335.5,0.0,0.0,0.0,0.0,0.0,18.3,417.1
2020-09-18 02:30:00,1001.38,9.79,282.83,4.41,69.1,12.12,8.38,3.75,5.22,8.36,1229.02,2.47,4.06,351.6,0.0,0.0,0.0,0.0,0.0,18.25,418.5
2020-09-18 02:40:00,1001.25,9.82,282.87,4.44,69.11,12.15,8.39,3.75,5.23,8.38,1228.72,2.24,3.58,348.5,0.0,0.0,0.0,0.0,0.0,18.21,419.1
2020-09-18 02:50:00,1001.17,9.2,282.26,4.56,72.66,11.65,8.46,3.18,5.28,8.45,1231.29,0.42,1.04,220.9,0.0,0.0,0.0,0.0,0.0,18.17,421.8
2020-09-18 03:00:00,1001.13,8.65,281.71,4.71,76.19,11.22,8.55,2.67,5.33,8.54,1233.6,0.53,1.43,71.68,0.0,0.0,0.0,0.0,0.0,18.14,425.6
2020-09-18 03:10:00,1001.13,8.11,281.17,4.86,79.89,10.82,8.64,2.18,5.39,8.63,1235.92,0.38,0.82,120.5,0.0,0.0,0.0,0.0,0.0,18.1,431.4
2020-09-18 03:20:00,1001.15,7.63,280.69,4.82,82.3,10.47,8.62,1.85,5.37,8.61,1238.07,1.07,1.91,48.94,0.0,0.0,0.0,0.0,0.0,18.03,434.1
2020-09-18 03:30:00,1001.16,7.26,280.31,4.74,84.0,10.21,8.57,1.63,5.34,8.56,1239.76,0.94,2.23,48.57,0.0,0.0,0.0,0.0,0.0,17.94,434.8
2020-09-18 03:40:00,1001.19,7.04,280.09,4.8,85.6,10.05,8.61,1.45,5.36,8.6,1240.75,0.36,1.03,122.1,0.0,0.0,0.0,0.0,0.0,17.82,438.0
2020-09-18 03:50:00,1001.23,7.0,280.06,4.8,85.8,10.03,8.61,1.42,5.36,8.6,1240.95,0.45,1.24,54.58,0.0,0.0,0.0,0.0,0.0,17.7,438.5
2020-09-18 04:00:00,1001.27,6.94,279.99,4.8,86.2,9.98,8.61,1.38,5.36,8.6,1241.29,0.65,1.24,37.46,0.0,0.0,0.0,0.0,0.0,17.57,438.0
2020-09-18 04:10:00,1001.33,6.87,279.91,4.77,86.4,9.94,8.59,1.35,5.35,8.58,1241.67,0.54,1.12,170.1,0.0,0.0,0.0,0.0,0.0,17.43,438.0
2020-09-18 04:20:00,1001.26,6.91,279.96,4.66,85.5,9.97,8.52,1.45,5.31,8.51,1241.43,0.39,0.78,220.7,0.0,0.0,0.0,0.0,0.0,17.31,431.6
2020-09-18 04:30:00,1001.24,7.0,280.05,4.71,85.3,10.03,8.55,1.47,5.33,8.54,1241.0,0.42,0.75,59.98,0.0,0.0,0.0,0.0,0.0,17.21,434.3
2020-09-18 04:40:00,1001.25,6.75,279.8,4.76,87.1,9.85,8.58,1.27,5.35,8.57,1242.13,0.28,0.64,9.25,0.0,0.0,0.0,0.0,0.0,17.11,439.8
2020-09-18 04:50:00,1001.32,6.81,279.85,4.73,86.6,9.89,8.57,1.33,5.34,8.56,1241.95,0.34,0.61,42.05,0.0,0.0,0.0,0.0,0.0,17.0,434.1
2020-09-18 05:00:00,1001.32,6.73,279.78,4.76,87.2,9.84,8.58,1.26,5.35,8.57,1242.27,0.35,0.77,121.1,0.0,0.0,0.0,0.0,0.0,16.89,441.8
2020-09-18 05:10:00,1001.32,6.36,279.41,4.54,88.1,9.6,8.45,1.14,5.27,8.44,1243.98,0.48,1.21,216.3,0.0,0.0,0.0,0.0,0.0,16.78,430.3
2020-09-18 05:20:00,1001.3,6.12,279.17,4.47,89.1,9.44,8.41,1.03,5.24,8.4,1245.05,0.3,0.74,25.47,0.0,0.0,0.0,0.0,0.0,16.67,433.1
2020-09-18 05:30:00,1001.27,5.86,278.9,4.44,90.6,9.27,8.39,0.87,5.23,8.38,1246.2,0.25,0.51,308.9,0.0,0.0,0.0,0.0,0.0,16.56,433.9
2020-09-18 05:40:00,1001.38,5.71,278.75,4.45,91.6,9.17,8.4,0.77,5.23,8.39,1247.0,0.33,0.52,36.86,0.0,0.0,0.0,1.02,2.11,16.45,434.6
2020-09-18 05:50:00,1001.44,5.85,278.88,4.61,91.7,9.26,8.49,0.77,5.29,8.48,1246.41,0.48,1.3,26.72,0.0,0.0,0.0,4.58,7.65,16.33,439.0
2020-09-18 06:00:00,1001.46,5.79,278.83,4.63,92.2,9.22,8.51,0.72,5.3,8.49,1246.67,0.4,0.68,129.4,0.0,0.0,3.04,12.76,18.87,16.21,449.9
2020-09-18 06:10:00,1001.43,5.61,278.65,4.48,92.4,9.11,8.42,0.69,5.24,8.4,1247.49,0.55,0.82,216.5,0.0,0.0,8.24,26.56,34.45,16.1,442.6
